Question Administered to all Respondents,Questions Administered to Service Providers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questions Administered to Service Recipients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please indicate your involvement with ABA,Please indicate your age:,Please indicate your gender:,Please indicate your annual household income (total income before tax) within the following ranges:,Please indicate your highest level of education achieved:,What is your immigrant status:,What is your immigrant status:,What is your visible minority status (select all that apply):,"What is your ethnic origin (note: ""ethnic origin"" refers to the ethnic or cultural origins of your ancestors; select all that apply):",What is your North American Aboriginal origin (select all that apply):,What is your North American origin (select all that apply):,What is your European origin (select all that apply):,What is your African origin (select all that apply):,What is your Asian origin (select all that apply):,What is your first language: - Selected Choice,What is your first language: - other - Text,What languages you are able to speak (select all that apply): - Selected Choice,What languages you are able to speak (select all that apply): - other - Text,"Consulting the previous map of Ontario, in which region do you primarily work:",What is your current professional credential:,What is your primary employment role:,What is your primary work setting:,Which population do you primarily work with:,How comfortable are you working with CLD individuals: - How comfortable are you working with CLD individuals?,How do you perceive your skills in working with CLD individuals: - How do you perceive your skills in working with CLD individuals?,How important do you believe it is for ABA providers to be educated/trained in providing services for CLD populations: - How important do you believe it is for ABA providers to be educated/trained in providing services for CLD populations?,How much training have you received in working with CLD individuals through work/continuing education: - continuing education,How much training have you received in working with CLD individuals through work/continuing education: - training from employers,How much training have you received in working with CLD individuals in college/undergrad: - ABA coursework,How much training have you received in working with CLD individuals in college/undergrad: - non-ABA coursework,How much training have you received in working with CLD individuals in college/undergrad: - hands-on,How much training have you received in working with CLD individuals in your master's: - ABA coursework,How much training have you received in working with CLD individuals in your master's: - non-ABA coursework,How much training have you received in working with CLD individuals in your master's: - hands-on,How much training have you received in working with CLD individuals in your doctorate: - ABA coursework,How much training have you received in working with CLD individuals in your doctorate: - non-ABA coursework,How much training have you received in working with CLD individuals in your doctorate: - hands-on,Approximately what proportion of your clients come from CLD backgrounds:,"How often do you engage in the following behaviours with your clients: - When working with clients who have immigrated from another country, how often do you educate yourself on their countries' customs, values, beliefs, and behaviours?",How often do you engage in the following behaviours with your clients: - How often do you ask your clients about their spiritual beliefs?,How often do you engage in the following behaviours with your clients: - How often do you ask your clients about their use of natural/nonmedical treatments?,How often do you engage in the following behaviours with your clients: - How often do you ask your clients about their dietary restrictions?,How often do you engage in the following behaviours with your clients: - How often do you ask your clients about gestures or nonverbal communication that is important to them or offensive to them?,How often do you engage in the following behaviours with your clients: - How often do you ask caregivers or clients about their beliefs of the client's disorder or diagnosis?,How often do you engage in the following behaviours with your clients: - How often do you ask caregivers or clients about their preference for male vs. female therapists or BCBAs?,How often do you engage in the following behaviours with your clients: - How often do you ask whether the treatment goals and procedures align with the families' values and beliefs?,How often do you engage in the following behaviours with your clients: - How often do you work with a translator if English is a second language?,How often do you reflect on your own culture and how that may impact your assessment and treatment process?,What is your relationship to the person who receives ABA services?,What is your responsibility to the child who receives ABA services:,Please indicate your age:,Please indicate your gender:,Please indicate your annual household income (total income before tax) within the following ranges:,What is your highest level of education achieved:,What is your immigrant status:,What is your immigrant status:,What is your visible minority status (select all that apply):,"What is your ethnic origin (note: ""ethnic origin"" refers to the ethnic or cultural origins of your ancestors; select all that apply):",What is your North American Aboriginal origin (select all that apply):,What is your North American origin (select all that apply):,What is your European origin (select all that apply):,What is your African origin (select all that apply):,What is your Asian origin (select all that apply):,What is your first language: - Selected Choice,What is your first language: - other - Text,What languages you are able to speak (select all that apply): - Selected Choice,What languages you are able to speak (select all that apply): - other - Text,What area do you/your child receives ABA services for (select all that apply) :,"Consulting the previous map of Ontario, in which region do you live:",How skilled do you perceive ABA providers to be in working with CLD individuals:,How important do you believe it is for ABA providers to be educated/trained in providing services for CLD populations:,Approximately what proportion of ABA providers that you've worked with come from CLD backgrounds:,"How often do ABA providers do the following when providing services for you/your family: - If you have immigrated from another country, how often do your providers educate themselves on your country's customs, values, beliefs, and behaviours?",How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about your spiritual beliefs?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about your use of natural/nonmedical treatments?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about your dietary restrictions?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about gestures or nonverbal communication that is important to you or offensive to you?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about your beliefs of the client's disorder or diagnosis?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask about your preference for male vs. female therapists or behaviour analysts?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers ask whether the treatment goals and procedures align with your family's values and beliefs?,How often do ABA providers do the following when providing services for you/your family: - How often do your providers work with a translator if English is your second language?
I am an ABA service provider,25-29,female,prefer not to answer,Bachelor's,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,French,,"3509, Central East",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",community,Autism Spectrum Disorder,somewhat uncomfortable,slightly unskilled,very important,none at all,none at all,a little,a little,none at all,,,,,,,less than 10%,sometimes,never,never,sometimes,never,never,never,sometimes,never,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,"$100,000 +",Master's,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,English,,"3503, Waterloo Wellington",currently pursing RBT/BCaBA/BCBA/BCBA-D,supervisor,residential facility,Autism Spectrum Disorder,extremely comfortable,moderately skilled,extremely important,a little,a little,none at all,a little,a moderate amount,a little,a little,a moderate amount,,,,30-39%,rarely,most times,rarely,every time,most times,sometimes,rarely,every time,rarely,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,"$35,000 - $39,999",Master's,non-immigrant,,not a visible minority,"Canadian/American,European",,Canadian,"Eastern European (e.g., Hungarian, Polish, Russian, etc.)",,,English,,other,Polish,"3506, Mississauga Halton",currently pursing RBT/BCaBA/BCBA/BCBA-D,student,centre/clinic,Autism Spectrum Disorder,moderately comfortable,moderately skilled,extremely important,a little,none at all,a little,a moderate amount,a little,a little,a moderate amount,none at all,,,,10-19%,rarely,rarely,never,most times,sometimes,never,never,every time,never,moderately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,20-24,female,"$20,000 - $24,999",Bachelor's,non-immigrant,,not a visible minority,European,,,"British Isles (e.g., English, Irish, Scottish, etc.),Western European (e.g., Austrian, Dutch, German, etc.),Southern European (e.g., Italian, Portuguese, Spanish, etc.)",,,English,,,,"3506, Mississauga Halton",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",client's home,Autism Spectrum Disorder,neither comfortable nor uncomfortable,neither skilled nor unskilled,extremely important,a little,none at all,a little,none at all,a little,,,,,,,less than 10%,rarely,rarely,rarely,most times,rarely,rarely,rarely,sometimes,rarely,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,prefer not to answer,Bachelor's,non-immigrant,,Chinese,Asian,,,,,"East and Southeast Asian (e.g., Chinese, Indonesian, Japanese, etc.)",English,,"English,other",Cantonese,"3507, Toronto Central",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",centre/clinic,Autism Spectrum Disorder,moderately comfortable,moderately skilled,extremely important,a moderate amount,a little,a little,a little,a lot,,,,,,,80-89%,sometimes,never,never,most times,never,never,never,never,sometimes,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,40-44,female,"$100,000 +",Master's,non-immigrant,,not a visible minority,European,,,"British Isles (e.g., English, Irish, Scottish, etc.),Northern European (e.g., Danish, Icelandic, Swedish, etc.)",,,English,,English,,"3504, Hamilton Niagara Haldimand Brant",BCBA,supervisor,centre/clinic,Autism Spectrum Disorder,moderately comfortable,moderately skilled,very important,a little,a moderate amount,a little,a little,none at all,a little,a little,none at all,,,,20-29%,sometimes,rarely,rarely,every time,never,most times,never,every time,rarely,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am in the process of becoming an ABA service provider,25-29,female,"$100,000 +",Master's,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,English,,"3514, North West",currently pursing RBT/BCaBA/BCBA/BCBA-D,other,private school,special education,extremely uncomfortable,moderately skilled,extremely important,a great deal,a moderate amount,a little,a great deal,a great deal,a little,not applicable,a great deal,,,,90% or more,every time,every time,every time,every time,sometimes,every time,not applicable,every time,never,extensively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,"$60,000 - $69,999",Master's,non-immigrant,,not a visible minority,"North American Aboriginal,Canadian/American,European",prefer not to answer,Canadian,"British Isles (e.g., English, Irish, Scottish, etc.),French,Eastern European (e.g., Hungarian, Polish, Russian, etc.)",,,English,,English,,"3505, Central West",BCaBA,supervisor,centre/clinic,Autism Spectrum Disorder,somewhat uncomfortable,moderately skilled,extremely important,none at all,a lot,a little,a moderate amount,none at all,none at all,a lot,none at all,,,,70-79%,most times,most times,most times,most times,rarely,rarely,every time,most times,rarely,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None of the above apply to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,"$40,000 - $44,999",Bachelor's,non-immigrant,,not a visible minority,"Canadian/American,European,Caribbean",,Canadian,"British Isles (e.g., English, Irish, Scottish, etc.),French,Southern European (e.g., Italian, Portuguese, Spanish, etc.)",,,English,,"English,French",,"3504, Hamilton Niagara Haldimand Brant",currently pursing RBT/BCaBA/BCBA/BCBA-D,supervisor,client's home,Autism Spectrum Disorder,extremely comfortable,extremely skilled,extremely important,,a little,none at all,none at all,none at all,,,,,,,70-79%,every time,most times,sometimes,most times,every time,sometimes,every time,every time,every time,extensively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,"$90,000 - $99,999",Master's,non-immigrant,,not a visible minority,"Canadian/American,European",,Canadian,"British Isles (e.g., English, Irish, Scottish, etc.)",,,English,,English,,"3503, Waterloo Wellington",BCBA,supervisor,centre/clinic,Autism Spectrum Disorder,moderately comfortable,neither skilled nor unskilled,extremely important,a little,a little,not applicable,none at all,a little,a moderate amount,a little,a little,,,,50-59%,most times,sometimes,sometimes,every time,rarely,rarely,most times,every time,rarely,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,"$100,000 +",Master's,immigrant,second generation,not a visible minority,European,,,"Eastern European (e.g., Hungarian, Polish, Russian, etc.)",,,other,Bulgarian,"English,French,other",,"3507, Toronto Central",prefer not to answer,"practitioner (i.e., direct services)",centre/clinic,Autism Spectrum Disorder,somewhat uncomfortable,moderately skilled,very important,a little,a little,none at all,,,a little,,,,,,40-49%,sometimes,rarely,never,most times,rarely,never,never,rarely,rarely,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,"$90,000 - $99,999",Master's,non-immigrant,,not a visible minority,"Canadian/American,European",,Canadian,"Northern European (e.g., Danish, Icelandic, Swedish, etc.)",,,English,,"English,French",,"3511, Champlain",currently pursing RBT/BCaBA/BCBA/BCBA-D,supervisor,centre/clinic,Autism Spectrum Disorder,extremely comfortable,moderately skilled,extremely important,a great deal,none at all,not applicable,a little,a moderate amount,a great deal,a lot,a great deal,,,,30-39%,most times,every time,every time,every time,sometimes,sometimes,every time,most times,most times,moderately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None of the above apply to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,"$100,000 +",Master's,non-immigrant,,not a visible minority,European,,,"British Isles (e.g., English, Irish, Scottish, etc.),French",,,English,,English,,"3507, Toronto Central",BCBA,supervisor,centre/clinic,Autism Spectrum Disorder,extremely comfortable,moderately skilled,very important,a moderate amount,none at all,a moderate amount,a great deal,a great deal,a moderate amount,a great deal,a great deal,,,,60-69%,sometimes,never,never,most times,never,sometimes,never,every time,sometimes,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,40-44,female,"$100,000 +",Master's,non-immigrant,,not a visible minority,European,,,"British Isles (e.g., English, Irish, Scottish, etc.),Northern European (e.g., Danish, Icelandic, Swedish, etc.)",,,English,,"English,French",,"3507, Toronto Central",BCBA,"practitioner (i.e., direct services)",client's home,emotional or behavioural disorders,extremely comfortable,moderately skilled,very important,a little,a little,none at all,a little,a great deal,none at all,none at all,a great deal,,,,70-79%,every time,sometimes,sometimes,most times,sometimes,every time,never,every time,never,extensively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,20-24,female,"$20,000 - $24,999",Bachelor's,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,English,,"3506, Mississauga Halton",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",centre/clinic,Autism Spectrum Disorder,moderately comfortable,moderately skilled,very important,none at all,none at all,a little,a little,a little,,,,,,,80-89%,sometimes,rarely,sometimes,every time,rarely,sometimes,rarely,rarely,rarely,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None of the above apply to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,"$45,000 - $49,999",college diploma,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,English,,"3504, Hamilton Niagara Haldimand Brant",other,"practitioner (i.e., direct services)",client's home,Autism Spectrum Disorder,moderately comfortable,neither skilled nor unskilled,very important,none at all,none at all,none at all,none at all,none at all,,,,,,,10-19%,rarely,sometimes,never,sometimes,never,never,sometimes,sometimes,never,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,20-24,female,"$20,000 - $24,999",university certificate or diploma above a Bachelor level,non-immigrant,,not a visible minority,Canadian/American,,Canadian,,,,English,,English,,"3504, Hamilton Niagara Haldimand Brant",currently pursing RBT/BCaBA/BCBA/BCBA-D,lecturer/instructor,private school,Autism Spectrum Disorder,somewhat uncomfortable,not skilled,slightly important,none at all,none at all,a little,none at all,none at all,,,,,,,less than 10%,not applicable,not applicable,not applicable,rarely,never,not applicable,not applicable,not applicable,not applicable,moderately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,30-34,female,"$70,000 - $79,999",Master's,prefer not to answer,,South Asian,Asian,,,,,"South Asian origins (e.g., Bangladeshi, Pakistani, Tamil, etc.)",other,Tamil,"English,other",Tamil,"3507, Toronto Central",BCBA,supervisor,centre/clinic,Autism Spectrum Disorder,neither comfortable nor uncomfortable,moderately skilled,extremely important,none at all,a lot,none at all,none at all,none at all,a little,none at all,none at all,,,,80-89%,rarely,never,never,sometimes,never,never,sometimes,most times,rarely,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am in the process of becoming an ABA service provider,20-24,female,"$60,000 - $69,999",university certificate or diploma above a Bachelor level,non-immigrant,,South Asian,Asian,,,,,"South Asian origins (e.g., Bangladeshi, Pakistani, Tamil, etc.)",other,Gujarati,"English,other","Gujarati, Hindi","3507, Toronto Central",currently pursing RBT/BCaBA/BCBA/BCBA-D,student,other,Autism Spectrum Disorder,extremely comfortable,moderately skilled,extremely important,none at all,none at all,a little,none at all,a little,,,,,,,90% or more,sometimes,never,never,every time,never,never,never,every time,never,moderately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,20-24,female,"$40,000 - $44,999",college diploma,non-immigrant,,not a visible minority,"Canadian/American,European,Asian",,Canadian,"British Isles (e.g., English, Irish, Scottish, etc.),Western European (e.g., Austrian, Dutch, German, etc.),Northern European (e.g., Danish, Icelandic, Swedish, etc.)",,"West Central Asian and Middle Eastern (e.g., Afghan, Iranian, Syrian, etc.),South Asian origins (e.g., Bangladeshi, Pakistani, Tamil, etc.)",English,,English,,"3502, South West",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",client's home,Autism Spectrum Disorder,moderately comfortable,moderately skilled,extremely important,none at all,none at all,a little,a little,none at all,,,,,,,30-39%,sometimes,rarely,rarely,most times,sometimes,rarely,never,most times,never,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None of the above apply to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am an ABA service provider,25-29,female,prefer not to answer,Bachelor's,non-immigrant,,South Asian,,,,,,,English,,other,Punjabi,"3505, Central West",currently pursing RBT/BCaBA/BCBA/BCBA-D,"practitioner (i.e., direct services)",centre/clinic,Autism Spectrum Disorder,extremely uncomfortable,moderately skilled,extremely important,a little,a little,a little,a moderate amount,a little,,,,,,,70-79%,sometimes,never,rarely,sometimes,never,rarely,never,rarely,rarely,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
